"Source Name","Live Substance Count","On-Hold Substance Count","Live BioAssay Count","On-Hold BioAssay Count","Linked Substance Count","Annotation Count","Classification Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Updated","Description","License URL","License Note","Pathway Count"
"SpectraBase","","","","","",1784272,"","Subscription Services","https://spectrabase.com/",15693,"John Wiley & Sons, Inc.","Daniel Stadelman","111 River St.","Hoboken","NJ",07030,"United States","2021/11/24","Wiley Science Solutions (https://sciencesolutions.wiley.com) is a leading publisher of spectral databases and KnowItAll spectroscopy software. SpectraBase provides fast text access to hundreds of thousands of NMR, IR, Raman, UV-Vis, and mass spectra.","","",""
"Speranza Chemical Co., Ltd.",124,"","","","","","","Chemical Vendors","http://www.speranzachem.com",24410,"Speranza Chemical Co., Ltd.","Catherine Yu","1809, Yingfeng center, No.6 Yinwei Road, Longgang Dis","Shenzhen","Guangdong",518000,"China","2021/09/10","Speranza Chemical Co.,Ltd. specializes in the development and manufacture of Fine Chemicals. Products include pharmaceutical intermediates like Phenylurea and electronic chemicals like 9-bromophenanthrene (OLED intermediates),  organic bromides like 1-bromo-4-chlorobenzene, iodide derivatives like 4-iodobiphenyl, fluorine-containing benzoic acid series and custom synthesis.","","",""
"SpiroChem",11704,"","","","","","","Chemical Vendors","https://spirochem.com/",22085,"SpiroChem","Kristina Goncharenko","Rosental area, WRO-1047-3, Mattenstrasse 24","Basel","Basel Stadt",4058,"Switzerland","2018/05/29","SpiroChem is a leading iCRO (Innovative CRO) that supplies best-in-class chemistry services. Beyond their unique portfolio of catalogue products for medicinal chemistry, they develop new concepts for drug discovery to support pharmaceutical and biotech companies in the discovery of new drug candidates more efficiently. They offer bio-isosteric replacements for a variety of functional groups, such as acids, amides, heterocycles, lipophilic groups and benzenes.","","",""
"Springer Nature",709020,"","","","",687126,"","Journal Publishers","https://link.springer.com",15745,"Springer-Verlag GmbH","Mirko Bitsch","Tiergartenstrasse 17","Heidelberg","Baden-Wurttemberg",69121,"Germany","2022/07/20","Springer Nature is the world's largest academic book publisher, publisher of the world's most influential journals, and a pioneer in the field of open research. SpringerLink provides electronic access to its book and journal content.","","",""
"SpringerMaterials",32433,"","","","",32433,"","Subscription Services, Journal Publishers","https://materials.springer.com/",23921,"Springer-Verlag GmbH","Michael Klinge","Tiergartenstrasse 17","Heidelberg","Deutschland",69121,"Germany","2020/03/07","Springer Nature is the leading scientific publisher in the fields of science and related areas. The company not only publishes best-in-class scientific journals and books but is also a well-known organization compiling databases for scientific applications. Amongst these databases, SpringerMaterials helps scientist to find and use property data of materials and chemical substances.","","",""
"SQUARIX GmbH",609,"","","","","","","Legacy Depositors, Chemical Vendors","https://www.squarix.de/",10699,"SQUARIX GmbH","Thomas Rüping","Elbestr. 10, TechnoMarl","Marl","NRW",45768,"Germany","2015/05/22","","","",""
"SRIRAMCHEM",21,"","","","","","","Chemical Vendors","http://www.sriramchem.com",25235,"SRIRAMCHEM Laboratories Pvt Ltd","Dr.Mallesha N","Plot No. 31, JCK Industrial Park, Belagola Industrial Area.","Mysuru","Karnata",570016,"India","2022/03/07","SRIRAMCHEM Laboratories is a custom synthesis company that tailors molecules according to customer requirements. SRCL R&D center was set up in 2014 in Mysore to focus on Custom Synthesis, Specialty Chemicals, CRAM Services, Impurity Profiling and Process Development of Agrochemical and Pharmaceutical product.","http://www.sriramchem.com/customer_corner.php","read for more information product data sheet and corporates brochure",""
"SRMLSC",307,"",89,"",226666,"","","Legacy Depositors, NIH Initiatives","https://southernresearch.org/","SRMLSC","Southern Research Institute","Melinda Sosa","2000 9th Avenue South","Birmingham","AL",35205,"United States","2013/08/27","","","",""
"Starshine Chemical",761996,"","","","","","","Chemical Vendors","https://www.starshinechemical.com",25425,"Starshine Chemical Ltd. Co.","Harry Hu","6395 Hutai Rd, Baoshan Dist","Shanghai","Shanghai",200000,"China","2022/07/07","Starshine Chemical provides drug synthesis reagents, chiral compounds, catalysts & ligands, analytical reagents and biochemical reagents.","https://www.starshinechemical.com","",""
"Strem Chemicals, Inc.",5286,"","","","","","","Chemical Vendors","https://www.strem.com/index.php",23904,"Strem Chemicals, Inc.","Casey Cordeiro","7 Mulliken Way","Newburyport","MA",01950-4098,"United States","2022/07/07","Strem Chemicals, Inc. established in 1964, is an ISO 9001 certified company that manufactures and markets specialty chemicals of high purity. Strem offers 5,000+ products and specializes in catalysts, ligands, inorganics, organometallics, and CVD/ALD precursors. Strem also provides custom synthesis (including high pressure synthesis) and cGMP manufacturing services.","","",""
"Structural Genomics Consortium",177,"",2,"",28,"","","Legacy Depositors, Research and Development","https://www.thesgc.org/","Structural Genomics Consortium","Structural Genomics Consortium","Raymond Hui","100 College St","Toronto","ON","M5G1L6","Canada","2008/08/12","","","",""
"Structural Genomics Consortium (SGC) Toronto",1,"","","","","","","Research and Development","https://www.thesgc.org/",11751,"Structural Genomics Consortium - University of Toronto","Suzanne Ackloo","101 College Street, MaRS South Tower","Toronto","Ontario","M5G 1L7","Canada","2015/08/08","The Structural Genomics Consortium (SGC) Toronto is a public-private partnership with outputs of human structure data and high-quality chemical probes. Scientists seek to determine the 3D structures of human proteins of therapeutic relevance to diseases such as cancer and metabolic disorders. There is a focus on proteins involved in intracellular small molecule metabolism, enzymes involved in the transfer of methyl, acetyl and Ubiquitin-like groups, proteases and nucleotide triphosphatases. They are also investigating proteins from Plasmodium falciparum (and its apicomplexan relatives) which causes malaria.","","",""
"Sun-shinechem",809,"","","","","","","Chemical Vendors","https://www.sun-shinechem.com",10643,"Wuhan Sun-shine Bio-technology Corporation Limited","Christine Manotas","Building C16, No.388 Gaoxin 2 Road, East Lake Hi-tech Development Zone","Wuhan","Hubei",430200,"China","2022/07/14","Sun-shine Chemical offers a wide range of high quality research chemicals including novel life-science reagents, inhibitors, activator, APIs and natural compounds for laboratory and scientific use.","","",""
"Suntto Chemical",341,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.sunttochem.com/index.php?lang=en",10680,"Suntto Chemicals Co., Ltd","Olivia Sun","88 Tongjiang Road","Changzhou","Jiangsu",213022,"China","2015/04/29","","","",""
"Sunwain",5,"","","","","","","Chemical Vendors","http://www.sunwain.com",15582,"SUNWAIN CO., LTD.","George Harrison","3 Da Fu Nan Cun","Wuxi","Jiangsu",214000,"China","2017/11/26","SUNWAIN specializes in producing and distributing Active Pharmaceutical Ingredients (APIs), Intermediates, Amino Acids, Plant Extracts, Food Ingredients, and Biochemical Products.","","",""
"Sunway Pharm",10,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.sunwaypharm.com/en/index.html",15725,"Shanghai Sunway Pharmaceutical Technology Co., Ltd","Herry Zeng","Room C333, 1#, No 128, Xiangyin Road","Shanghai city","Shanghai",200433,"China","2017/12/20","Sunway Pharm is an integrated high-tech enterprises combining R & D, custom synthesis, products and services. We have 1200 square meters standard independent research / office space, equipped with advanced organic synthesis and detection equipment. Sunway Pharm meets customer demand by high-technology, high-quality products and attentive service, and spares no effort to create most value for customers.","","",""
"SureChEMBL",21641384,"","","","","","","Research and Development, Curation Efforts","https://www.surechembl.org/search/",4488,"ChEMBL group, European Bioinformatics Institute (EMBL-EBI)","Anna Gaulton","Wellcome Trust Genome Campus","Hinxton","Cambridge","CB10 1SD","United Kingdom","2021/08/21","SureChEMBL automatically extracts chemistry from the full text patent documents provided by the three major patent authorities (WIPO, USPTO, EPO). 
Compounds are derived from the chemical names found in text, images and attached MOL files, where available.","","",""
"Suryansh Pharmachem",1,"","","","","","","Chemical Vendors","http://www.suryanshgroup.com",18816,"Suryansh Pharmachem","Manmeet Singh","C-27, INDUSTRIAL AREA, PHASE-2, S.A.S NAGAR, MOHALI, SURYANSH PHARMACHEM","MOHALI","PUNJAB",160055,"India","2017/11/17","Suryansh Pharmachem offers integrated solutions for fine chemicals ranging from manufacturing, sourcing and supply chain management to custom manufacturing and development of partnerships.","","",""
"Suuberg Lab, School of Engineering, Brown University","","","","","",9,"","Research and Development","https://www.brown.edu/Departments/Engineering/Labs/Suuberg/Home.html",24780,"Brown University","Eric Suuberg","184 Hope St","Providence","RI",02912,"United States","2021/06/10","The Suuberg Lab at Brown University is focused on developing modeling tools for examining vapor intrusion, on the thermodynamics of mixtures of high molecular weight organic compounds and on fire safety.","","",""
"Suzhou GeAo New Materials Co.,Ltd",367,"","","","","","","Chemical Vendors","http://www.szgeao.com/en/",22016,"Suzhou GeAo New Materials Co., Ltd","Jane Lee","Weixin Rd No.60","Suzhou","Jiangsu",215000,"China","2021/07/07","Suzhou GeAo is specialized in organic chemical materials, such as OLED materials, TADF materials and OPV materials.","","",""
"Suzhou Health Chemicals Co., Ltd.",1,"","","","","","","Chemical Vendors","http://www.healthchems.com",23245,"Suzhou Health Chemicals Co., Ltd.","Martin Guo","No. 338, Jingang Avenue,","ZhangJiaGang City,","Jiangsu Province,",215600,"China","2018/10/23","Suzhou Health Chemicals Co., Ltd. is A Fine Chemicals Company specializing in Specialty & Fine Chemicals, Heterocyclic Compounds & Chiral Building Blocks, Pharmaceutical Intermediates, Phytochemicals and Vitamins in Custom Synthesis and Contract Manufacturing from gram to tons.","","",""
"Swiss Institute of Bioinformatics Cellosaurus","","","","","",128806,"","Curation Efforts","https://web.expasy.org/cellosaurus/",24944,"Swiss Institute of Bioinformatics","Cellosaurus Staff","Quartier Sorge - Batiment Amphipole","Lausanne","",1015,"Switzerland","2021/12/21","The Cellosaurus is a knowledge resource on cell lines. It attempts to describe all cell lines used in biomedical research, including immortalized cell lines, naturally immortal cell lines (stem cell lines), finite life cell lines when those are distributed and widely used, vertebrate cell lines with an emphasis on human, mouse and rat cell lines, and invertebrate (insect and tick) cell lines.","https://www.expasy.org/resources/cellosaurus","Developed by the CALIPHO group. Cellosaurus is an ELIXIR Core Data Resource. This resource is released under a Creative Commons Attribution International license CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/).",""
"Swiss Institute of Bioinformatics ENZYME","","","","","","",1,"Curation Efforts","https://enzyme.expasy.org/",22057,"Swiss Institute of Bioinformatics","ENZYME Staff",1015,"Lausanne","","","Switzerland","2022/07/13","The ExPASy ENZYME Nomenclature Database is a repository of information relative to the nomenclature of enzymes. It is primarily based on the recommendations of the Nomenclature Committee of the International Union of Biochemistry and Molecular Biology (IUBMB) and it describes each type of characterized enzyme for which an EC (Enzyme Commission) number has been provided.","https://enzyme.expasy.org/enzyme.get","Copyrighted by the SIB Swiss Institute of Bioinformatics and
distributed under the Creative Commons Attribution (CC BY 4.0) License (https://creativecommons.org/licenses/by/4.0/).",""
"Synapharm Industrial Synthesis",1,"","","","","","","Chemical Vendors","http://www.synaco.com",11862,"Synapharm Industrial Synthesis","Vanessa Monseur","RUE SIMONON 8","LIEGE","LIEGE",4000,"Belgium","2019/06/03","Synapharm Industrial Synthesis produces ATA Mg, Magnesium N-Acetyltaurinate, an innovative Magnesium Vector with proven physiological action.","","",""
